symbol,title,publisher,link,published_at,summary,polarity,subjectivity,label
UNIONBANK.NS,Top 3 Indian Dividend Stocks To Enhance Your Portfolio,Simply Wall St.,https://finance.yahoo.com/news/top-3-indian-dividend-stocks-010648774.html,2024-08-14T01:06:48Z,"The Indian market increased by 1.6% over the last week and climbed 43% in the past year, with earnings forecast to grow by 17% annually. In this thriving environment, dividend stocks can be a valuable addition to your portfolio, providing both income and potential for capital appreciation.",-0.08333333333333333,0.4388888888888889,neutral
UNITDSPR.BO,"While institutions invested in United Spirits Limited (NSE:UNITDSPR) benefited from last week's 4.0% gain, public companies stood to gain the most",Simply Wall St.,https://finance.yahoo.com/news/united-spirits-nsei-unitdspr-faces-011008351.html,2024-11-18T01:10:08Z,Key Insights The considerable ownership by public companies in United Spirits indicates that they collectively have a greater say in management and business strategy 57% of the company is held by a single shareholder (Diageo plc) Institutions own 22% of United Spirits,0.1880952380952381,0.5384920634920635,mostly truth
ARKADE.BO,Undiscovered Gems in India to Watch This October 2024,Simply Wall St.,https://finance.yahoo.com/news/undiscovered-gems-india-watch-october-100928986.html,2024-10-01T10:09:28Z,"Over the last 7 days, the Indian market has remained flat, yet it has impressively risen by 44% over the past 12 months. As earnings are expected to grow by 17% per annum over the next few years, identifying undiscovered gems that align with this growth trajectory can be key to finding promising investment opportunities.",0.06944444444444445,0.3824074074074074,mostly truth
ARKADE.BO,3 Undiscovered Gems In India With Promising Potential,Simply Wall St.,https://finance.yahoo.com/news/3-undiscovered-gems-india-promising-011148447.html,2024-10-01T01:11:48Z,"The Indian market has shown impressive performance, rising 1.3% in the last 7 days and up 45% over the past year, with earnings projected to grow by 17% annually in the coming years. In this thriving environment, identifying stocks with strong fundamentals and growth potential can be particularly rewarding; here are three undiscovered gems in India that fit this profile.",0.2976190476190476,0.6357142857142858,mostly truth
ARKADE.BO,Discovering Undiscovered Gems in India September 2024,Simply Wall St.,https://finance.yahoo.com/news/discovering-undiscovered-gems-india-september-101142138.html,2024-09-30T10:11:42Z,"The Indian market has shown remarkable resilience, increasing by 1.3% over the last week and climbing 45% over the past year, with earnings forecasted to grow by 17% annually. In this thriving environment, identifying stocks with strong fundamentals and growth potential can be particularly rewarding for investors seeking to capitalize on these favorable conditions.",0.2388888888888889,0.6333333333333333,mostly truth
ARKADE.BO,Uncovering Hidden Gems In India This September 2024,Simply Wall St.,https://finance.yahoo.com/news/uncovering-hidden-gems-india-september-011209151.html,2024-09-30T01:12:09Z,"The Indian market has been experiencing a unique rally, driven primarily by large-cap stocks, while mid-and small-cap stocks have shown a negative bias. Despite this trend, the influx of foreign institutional investor (FII) liquidity is providing some momentum to domestic markets. In such an environment, identifying good stocks involves looking for companies with strong fundamentals and growth potential that can thrive even when broader market conditions are challenging.",0.19833333333333333,0.5958333333333334,mostly truth
ARKADE.BO,Undiscovered Gems in India to Watch This September 2024,Simply Wall St.,https://finance.yahoo.com/news/undiscovered-gems-india-watch-september-101239002.html,2024-09-27T10:12:39Z,"Over the last 7 days, the Indian market has risen 2.5%, and over the past 12 months, it is up an impressive 46%. With earnings forecast to grow by 17% annually, identifying promising stocks that align with these robust market conditions can be particularly rewarding.",0.29,0.5633333333333332,mostly truth
ARKADE.BO,3 Undiscovered Gems In India To Enhance Your Investment Portfolio,Simply Wall St.,https://finance.yahoo.com/news/3-undiscovered-gems-india-enhance-010849794.html,2024-09-27T01:08:49Z,"Over the past 7 days, the Indian market has risen 1.6%, and in the last year, it has climbed an impressive 44%, with earnings forecast to grow by 17% annually. In this thriving environment, identifying stocks that are poised for growth can significantly enhance your investment portfolio.",0.28125,0.5479166666666666,mostly truth
ARKADE.BO,Undiscovered Gems in India for September 2024,Simply Wall St.,https://finance.yahoo.com/news/undiscovered-gems-india-september-2024-010831463.html,2024-09-26T01:08:31Z,"The Indian market has shown a modest increase of 1.3% over the last week, with notable gains in the Financials sector and a decline in Information Technology. Over the past year, the market has surged by 45%, with earnings projected to grow by 17% annually. In this dynamic environment, identifying stocks that are poised for growth yet remain underappreciated can offer significant opportunities for investors seeking to capitalize on India's robust economic trajectory.",0.13214285714285715,0.4226190476190477,mostly truth
ARKADE.BO,Top Undiscovered Gems with Strong Fundamentals This September 2024,Simply Wall St.,https://finance.yahoo.com/news/top-undiscovered-gems-strong-fundamentals-131254946.html,2024-09-25T13:12:54Z,"As global markets celebrate the Federal Reserve's recent rate cut, small-cap stocks are gaining renewed attention from investors. The Russell 2000 Index, although still below its all-time high, has shown promising performance in this optimistic environment. In this context, identifying stocks with strong fundamentals becomes crucial. This article highlights three undiscovered gems that stand out due to their robust financial health and potential for growth amidst the current economic landscape.",0.07893939393939392,0.45439393939393946,mostly truth
MOTISONS.NS,Spotlighting Undiscovered Gems with Potential In November 2024,Simply Wall St.,https://finance.yahoo.com/news/spotlighting-undiscovered-gems-potential-november-220756498.html,2024-11-20T22:07:56Z,"As global markets navigate the complexities of political shifts and economic indicators, small-cap stocks have shown varied performances, with indices like the S&P 600 reflecting both opportunities and challenges. In this environment, investors are increasingly focused on discovering lesser-known stocks that may offer potential growth amidst broader market fluctuations. Identifying a promising stock often involves assessing its fundamentals, market position, and adaptability to current...",0.06666666666666667,0.3666666666666667,mostly truth
DELHIVERY.BO,3 Value Stock Picks Estimated To Be Trading At Up To 49.6% Discount,Simply Wall St.,https://finance.yahoo.com/news/3-value-stock-picks-estimated-130205826.html,2024-11-19T13:02:05Z,"As global markets navigate the uncertainties of the incoming Trump administration's policies, investors are witnessing a mix of sector performances and fluctuating indices. Amidst this volatility, identifying undervalued stocks can be a prudent strategy for those looking to capitalize on potential market inefficiencies. In this context, assessing company fundamentals and market positioning becomes crucial in determining which stocks may offer value opportunities despite broader economic...",0.05,0.55,mostly truth
DELHIVERY.BO,3 Indian Exchange Stocks Estimated To Be Undervalued In July 2024,Simply Wall St.,https://finance.yahoo.com/news/3-indian-exchange-stocks-estimated-010449223.html,2024-07-30T01:04:49Z,"The Indian stock market has shown robust growth, rising by 2.3% in the last week and an impressive 45% over the past year, with earnings expected to grow by 16% annually. In this thriving market environment, identifying stocks that are potentially undervalued could offer investors a strategic advantage.",0.13,0.5433333333333333,mostly truth
DELHIVERY.BO,Exploring Undervalued Stocks On The Indian Exchange With Delhivery And Two Others,Simply Wall St.,https://finance.yahoo.com/news/exploring-undervalued-stocks-indian-exchange-010238761.html,2024-07-18T01:02:38Z,"Despite a flat performance over the last week, the Indian market has shown robust growth, rising 45% in the past 12 months with earnings expected to grow by 16% annually. In this context, identifying undervalued stocks like Delhivery can offer investors potential opportunities for growth in line with these encouraging market trends.",-0.075,0.36833333333333335,neutral
DELHIVERY.BO,Exploring Undervalued Indian Exchange Stocks With Discounts Ranging From 25.5% To 46.3%,Simply Wall St.,https://finance.yahoo.com/news/exploring-undervalued-indian-exchange-stocks-010227820.html,2024-07-03T01:02:27Z,"The Indian stock market has shown robust growth, rising by 1.7% in the last week and an impressive 45% over the past year, with expectations of earnings growing by 16% annually in the coming years. In this climate, identifying undervalued stocks can offer investors potential opportunities for significant value, especially when market performance indicates strong underlying economic momentum.",0.21979166666666666,0.640625,mostly truth
DELHIVERY.BO,June 2024 Insights Into Three Indian Exchange Stocks Estimated Below Market Value,Simply Wall St.,https://finance.yahoo.com/news/june-2024-insights-three-indian-010235048.html,2024-06-18T01:02:35Z,"The Indian stock market has shown robust growth, rising 2.7% in the last week and an impressive 45% over the past twelve months with earnings expected to grow by 16% annually. In this thriving market environment, identifying stocks that are estimated to be below market value could present valuable opportunities for investors.",0.13,0.3433333333333334,mostly truth
TAJGVK.BO,How to invest in the Indian stock market,Yahoo Finance UK,https://uk.finance.yahoo.com/news/how-invest-indian-stock-market-092356666.html,2024-08-23T16:19:27Z,India’s stock market capitalisation topped $4.3tn to overtake Hong Kong as the world’s fourth-largest market.,0.0,0.0,neutral
BANDHANBNK.NS,3 Stocks That Investors May Be Undervaluing By Up To 37.7%,Simply Wall St.,https://finance.yahoo.com/news/3-stocks-investors-may-undervaluing-070218715.html,2024-11-21T07:02:18Z,"As global markets navigate the uncertainties surrounding the incoming Trump administration's policies, investors are witnessing a mixed performance across various sectors. With shifts in regulatory expectations and interest rate forecasts, discerning undervalued stocks becomes crucial for those looking to capitalize on market inefficiencies. In today's environment, identifying stocks that may be undervalued by up to 37.7% requires careful analysis of their fundamentals and potential growth...",-0.016666666666666666,0.625,neutral
BANDHANBNK.NS,Bandhan Bank Ltd (BOM:541153) Q2 FY25 Earnings Call Highlights: Strong Profit Growth Amid Asset ...,GuruFocus.com,https://finance.yahoo.com/news/bandhan-bank-ltd-bom-541153-070413835.html,2024-10-26T07:04:13Z,"Bandhan Bank Ltd (BOM:541153) reports a 30% YoY profit increase, while navigating rising NPAs and microfinance sector risks.",0.0,0.0,neutral
BANDHANBNK.NS,Indian Stocks Estimated To Be Undervalued In October 2024,Simply Wall St.,https://finance.yahoo.com/news/indian-stocks-estimated-undervalued-october-010332005.html,2024-10-22T01:03:32Z,"Over the last 7 days, the Indian market has remained flat, yet it has shown a significant rise of 40% over the past year with earnings forecasted to grow by 17% annually. In such an environment, identifying stocks that are potentially undervalued can offer investors opportunities to capitalize on future growth while minimizing risk.",0.014285714285714282,0.4202380952380952,mostly truth
BANDHANBNK.NS,India's Bandhan Bank surges 10% on cenbank nod for Partha Sengupta as CEO,Reuters,https://sg.finance.yahoo.com/news/indias-bandhan-bank-surges-10-054413573.html,2024-10-11T05:44:13Z,"The Reserve Bank of India on Thursday approved the appointment of Partha Pratim Sengupta as CEO and managing director of the bank.  Sengupta previously held leadership positions at the State Bank of India and was CEO and managing director at state-run Indian Overseas Bank between 2020 and 2022.  Bandhan Bank's shares rose as much as 9.5% to 205.55 rupees, and were last up 9%.",0.15833333333333333,0.3458333333333333,mostly truth
BANDHANBNK.NS,India cenbank approves veteran Partha Pratim Sengupta to head Bandhan Bank,Reuters,https://sg.finance.yahoo.com/news/india-cenbank-approves-veteran-partha-160743351.html,2024-10-10T16:07:43Z,"India's central bank has approved the appointment of veteran banker Partha Pratim Sengupta as chief executive officer and managing director of Bandhan Bank, the private lender said in a filing on Thursday.  Sengupta, who has been part of the banking industry for nearly four decades, previously held leadership positions at the State Bank of India, the country's largest lender.  He was also managing director and chief executive officer of state-owned Indian Overseas Bank between 2020 and 2022.",-0.01333333333333333,0.23833333333333334,neutral
BANDHANBNK.NS,Bandhan Bank And 2 Other Stocks That May Be Undervalued On The Indian Exchange,Simply Wall St.,https://finance.yahoo.com/news/bandhan-bank-2-other-stocks-010211079.html,2024-10-02T01:02:11Z,"In the last week, the Indian market has been flat, although it is up 44% over the past year with earnings forecast to grow by 17% annually. In this environment, identifying undervalued stocks like Bandhan Bank can offer potential opportunities for investors looking to capitalize on future growth.",-0.05500000000000001,0.31333333333333335,neutral
BANDHANBNK.NS,Undervalued Indian Stocks That May Be Trading Below Intrinsic Value In August 2024,Simply Wall St.,https://finance.yahoo.com/news/undervalued-indian-stocks-may-trading-010511305.html,2024-08-14T01:05:11Z,"The Indian market has climbed 1.6% over the last week and is up 43% over the past 12 months, with earnings forecast to grow by 17% annually. In such a robust environment, identifying undervalued stocks that may be trading below their intrinsic value can offer significant opportunities for investors seeking growth potential.",0.025,0.5383333333333333,mostly truth
BANDHANBNK.NS,India cenbank appoints director on Bandhan Bank's board,Reuters,https://sg.finance.yahoo.com/news/india-cenbank-appoints-director-bandhan-014221097.html,2024-06-25T01:42:21Z,"MUMBAI (Reuters) -India's central bank has appointed a director on the board of Bandhan Bank, the private lender said in a notification to exchanges late on Monday.  Arun Kumar Singh, a chief general manager at the Reserve Bank of India, will act as additional director of Bandhan Bank for one year from June 24, the lender said.  The central bank and the lender did not specify the reason for the decision.",-0.049999999999999996,0.395,neutral
BANDHANBNK.NS,India's Bandhan Bank says loan claims under audit by govt agency,Reuters,https://sg.finance.yahoo.com/news/indias-bandhan-bank-says-loan-054430840.html,2024-01-09T05:44:30Z,"India's Bandhan Bank said on Tuesday that the National Credit Guarantee Trustee Company (NCGTC) has decided to undertake an audit of loan claims filed by the lender under a guarantee scheme.  After receiving the first tranche of recovery from the Credit Guarantee Fund of Micro Units (CGFMU), Bandhan Bank had applied for a second tranche of about 12.90 billion rupees ($155.3 million), the lender said in an exchange filing.  The NCGTC has further intimated its decision to conduct a detailed audit of the CGFMU portfolio for the fiscal year 2020-21, the filing showed.",0.1625,0.3958333333333333,mostly truth
CAPACITE.NS,Exploring Three Undiscovered Gems with Promising Potential,Simply Wall St.,https://finance.yahoo.com/news/exploring-three-undiscovered-gems-promising-230908563.html,2024-11-20T23:09:08Z,"In recent weeks, global markets have experienced a mix of volatility and cautious optimism, driven by policy uncertainties and fluctuating economic indicators. As investors navigate these conditions, small-cap stocks have shown both challenges and opportunities, with indices like the Russell 2000 reflecting this dynamic environment. In such a landscape, identifying promising stocks often involves looking for those with strong fundamentals and potential to thrive despite broader market...",0.18148148148148147,0.4722222222222222,mostly truth
